ClassName,Name,Description,DefaultValue,Required
io.swagger.codegen.languages.ApexClientCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.languages.ApexClientCodegen,invokerPackage,root package for generated code,,
io.swagger.codegen.languages.ApexClientCodegen,groupId,groupId in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,artifactId,artifactId in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,artifactVersion,artifact version in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,artifactUrl,artifact URL in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,artifactDescription,artifact description in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,scmConnection,SCM connection in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,scmUrl,SCM URL in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,developerName,developer name in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,developerEmail,developer email in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,developerOrganization,developer organization in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
io.swagger.codegen.languages.ApexClientCodegen,licenseName,The name of the license,,
io.swagger.codegen.languages.ApexClientCodegen,licenseUrl,The URL of the license,,
io.swagger.codegen.languages.ApexClientCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.languages.ApexClientCodegen,localVariablePrefix,prefix for generated code members and local variables,,
io.swagger.codegen.languages.ApexClientCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
io.swagger.codegen.languages.ApexClientCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
io.swagger.codegen.languages.ApexClientCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
io.swagger.codegen.languages.ApexClientCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
io.swagger.codegen.languages.ApexClientCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
io.swagger.codegen.languages.ApexClientCodegen,dateLibrary,Option. Date library to use,,
io.swagger.codegen.languages.ApexClientCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
io.swagger.codegen.languages.ApexClientCodegen,classPrefix,Prefix for generated classes. Set this to avoid overwriting existing classes in your org.,,
io.swagger.codegen.languages.ApexClientCodegen,apiVersion,The Metadata API version number to use for components in this package.,,
io.swagger.codegen.languages.ApexClientCodegen,buildMethod,The build method for this package.,,
io.swagger.codegen.languages.ApexClientCodegen,namedCredential,The named credential name for the HTTP callouts,,
io.swagger.codegen.languages.AspNetCoreServerCodegen,packageName,C# package name (convention: Title.Case).,,
io.swagger.codegen.languages.AspNetCoreServerCodegen,packageVersion,C# package version.,,
io.swagger.codegen.languages.AspNetCoreServerCodegen,packageGuid,The GUID that will be associated with the C# project,,
io.swagger.codegen.languages.AspNetCoreServerCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.languages.AspNetCoreServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.AspNetCoreServerCodegen,useDateTimeOffset,Use DateTimeOffset to model date-time properties,,
io.swagger.codegen.languages.AspNetCoreServerCodegen,useCollection,Deserialize array types to Collection<T> instead of List<T>.,,
io.swagger.codegen.languages.AspNetCoreServerCodegen,returnICollection,Return ICollection<T> instead of the concrete type.,,
io.swagger.codegen.languages.BashClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.BashClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.BashClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.BashClientCodegen,curlOptions,Default cURL options,,
io.swagger.codegen.languages.BashClientCodegen,processMarkdown,Convert all Markdown Markup into terminal formatting,,
io.swagger.codegen.languages.BashClientCodegen,scriptName,The name of the script that will be generated (e.g. petstore-cli),,
io.swagger.codegen.languages.BashClientCodegen,generateBashCompletion,Whether to generate the Bash completion script,,
io.swagger.codegen.languages.BashClientCodegen,generateZshCompletion,Whether to generate the Zsh completion script,,
io.swagger.codegen.languages.BashClientCodegen,hostEnvironmentVariable,Name of environment variable where host can be defined (e.g. PETSTORE_HOST='http://petstore.swagger.io:8080'),,
io.swagger.codegen.languages.BashClientCodegen,basicAuthEnvironmentVariable,Name of environment variable where username and password can be defined (e.g. PETSTORE_CREDS='username:password'),,
io.swagger.codegen.languages.BashClientCodegen,apiKeyAuthEnvironmentVariable,Name of environment variable where API key can be defined (e.g. PETSTORE_APIKEY='kjhasdGASDa5asdASD'),,
io.swagger.codegen.languages.CSharpClientCodegen,packageName,C# package name (convention: Title.Case).,,
io.swagger.codegen.languages.CSharpClientCodegen,packageVersion,C# package version.,,
io.swagger.codegen.languages.CSharpClientCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.languages.CSharpClientCodegen,packageGuid,The GUID that will be associated with the C# project,,
io.swagger.codegen.languages.CSharpClientCodegen,interfacePrefix,Prefix interfaces with a community standard or widely accepted prefix.,,
io.swagger.codegen.languages.CSharpClientCodegen,targetFramework,The target .NET framework version.,,
io.swagger.codegen.languages.CSharpClientCodegen,modelPropertyNaming,"Naming convention for the property: 'camelCase', 'PascalCase', 'snake_case' and 'original', which keeps the original name",,
io.swagger.codegen.languages.CSharpClientCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
io.swagger.codegen.languages.CSharpClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.CSharpClientCodegen,useDateTimeOffset,Use DateTimeOffset to model date-time properties,,
io.swagger.codegen.languages.CSharpClientCodegen,useCollection,Deserialize array types to Collection<T> instead of List<T>.,,
io.swagger.codegen.languages.CSharpClientCodegen,returnICollection,Return ICollection<T> instead of the concrete type.,,
io.swagger.codegen.languages.CSharpClientCodegen,optionalMethodArgument,"C# Optional method argument, e.g. void square(int x=10) (.net 4.0+ only).",,
io.swagger.codegen.languages.CSharpClientCodegen,optionalAssemblyInfo,Generate AssemblyInfo.cs.,,
io.swagger.codegen.languages.CSharpClientCodegen,optionalProjectFile,Generate {PackageName}.csproj.,,
io.swagger.codegen.languages.CSharpClientCodegen,optionalEmitDefaultValues,Set DataMember's EmitDefaultValue.,,
io.swagger.codegen.languages.CSharpClientCodegen,generatePropertyChanged,Specifies a AssemblyDescription for the .NET Framework global assembly attributes stored in the AssemblyInfo file.,,
io.swagger.codegen.languages.CSharpClientCodegen,nonPublicApi,Generates code with reduced access modifiers; allows embedding elsewhere without exposing non-public API calls to consumers.,,
io.swagger.codegen.languages.CSharpClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.CSharpClientCodegen,netCoreProjectFile,Use the new format (.NET Core) for .NET project files (.csproj).,,
io.swagger.codegen.languages.CSharpClientCodegen,validatable,Generates self-validatable models.,,
io.swagger.codegen.languages.ClojureClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.ClojureClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.ClojureClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.ClojureClientCodegen,projectName,"name of the project (Default: generated from info.title or ""swagger-clj-client"")",,
io.swagger.codegen.languages.ClojureClientCodegen,projectDescription,"description of the project (Default: using info.description or ""Client library of <projectNname>"")",,
io.swagger.codegen.languages.ClojureClientCodegen,projectVersion,"version of the project (Default: using info.version or ""1.0.0"")",,
io.swagger.codegen.languages.ClojureClientCodegen,projectUrl,URL of the project (Default: using info.contact.url or not included in project.clj),,
io.swagger.codegen.languages.ClojureClientCodegen,projectLicenseName,name of the license the project uses (Default: using info.license.name or not included in project.clj),,
io.swagger.codegen.languages.ClojureClientCodegen,projectLicenseUrl,URL of the license the project uses (Default: using info.license.url or not included in project.clj),,
io.swagger.codegen.languages.ClojureClientCodegen,baseNamespace,the base/top namespace (Default: generated from projectName),,
io.swagger.codegen.languages.ConfluenceWikiGenerator,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.ConfluenceWikiGenerator,appName,short name of the application,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,appDescription,description of the application,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,infoUrl,a URL where users can get more information about the application,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,infoEmail,an email address to contact for inquiries about the application,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,licenseInfo,a short description of the license,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,licenseUrl,a URL pointing to the full license,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,invokerPackage,root package for generated code,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,groupId,groupId in generated pom.xml,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,artifactId,artifactId in generated pom.xml,,
io.swagger.codegen.languages.ConfluenceWikiGenerator,artifactVersion,artifact version in generated pom.xml,,
io.swagger.codegen.languages.CppRestClientCodegen,modelPackage,C++ namespace for models (convention: name.space.model).,,
io.swagger.codegen.languages.CppRestClientCodegen,apiPackage,C++ namespace for apis (convention: name.space.api).,,
io.swagger.codegen.languages.CppRestClientCodegen,packageVersion,C++ package version.,,
io.swagger.codegen.languages.CppRestClientCodegen,declspec,C++ preprocessor to place before the class name for handling dllexport/dllimport.,,
io.swagger.codegen.languages.CppRestClientCodegen,defaultInclude,"The default include statement that should be placed in all headers for including things like the declspec (convention: #include ""Commons.h"" ",,
io.swagger.codegen.languages.CsharpDotNet2ClientCodegen,packageName,C# package name (convention: Camel.Case).,,
io.swagger.codegen.languages.CsharpDotNet2ClientCodegen,packageVersion,C# package version.,,
io.swagger.codegen.languages.CsharpDotNet2ClientCodegen,clientPackage,C# client package name (convention: Camel.Case).,,
io.swagger.codegen.languages.DartClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.DartClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.DartClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.DartClientCodegen,browserClient,Is the client browser based,,
io.swagger.codegen.languages.DartClientCodegen,pubName,Name in generated pubspec,,
io.swagger.codegen.languages.DartClientCodegen,pubVersion,Version in generated pubspec,,
io.swagger.codegen.languages.DartClientCodegen,pubDescription,Description in generated pubspec,,
io.swagger.codegen.languages.DartClientCodegen,useEnumExtension,Allow the 'x-enum-values' extension for enums,,
io.swagger.codegen.languages.DartClientCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.languages.EiffelClientCodegen,packageName,Eiffel Cluster name (convention: lowercase).,,
io.swagger.codegen.languages.EiffelClientCodegen,packageVersion,Eiffel package version.,,
io.swagger.codegen.languages.EiffelClientCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
io.swagger.codegen.languages.ElixirClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.ElixirClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.ElixirClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.ElixirClientCodegen,invokerPackage,The main namespace to use for all classes. e.g. Yay.Pets,,
io.swagger.codegen.languages.ElixirClientCodegen,licenseHeader,The license header to prepend to the top of all source files.,,
io.swagger.codegen.languages.ElixirClientCodegen,packageName,Elixir package name (convention: lowercase).,,
io.swagger.codegen.languages.ErlangClientCodegen,packageName,Erlang application name (convention: lowercase).,,
io.swagger.codegen.languages.ErlangServerCodegen,packageName,Erlang package name (convention: lowercase).,,
io.swagger.codegen.languages.FinchServerCodegen,packageName,Finch package name (e.g. io.swagger).,,
io.swagger.codegen.languages.FinchServerCodegen,modelPackage,package for generated models,,
io.swagger.codegen.languages.FinchServerCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.languages.FlashClientCodegen,packageName,flash package name (convention: package.name),,
io.swagger.codegen.languages.FlashClientCodegen,packageVersion,flash package version,,
io.swagger.codegen.languages.FlashClientCodegen,invokerPackage,root package for generated code,,
io.swagger.codegen.languages.FlashClientCodegen,sourceFolder,source folder for generated code. e.g. flash,,
io.swagger.codegen.languages.FlaskConnexionCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.FlaskConnexionCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.FlaskConnexionCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.FlaskConnexionCodegen,packageName,python package name (convention: snake_case).,,
io.swagger.codegen.languages.FlaskConnexionCodegen,packageVersion,python package version.,,
io.swagger.codegen.languages.FlaskConnexionCodegen,controllerPackage,controller package,,
io.swagger.codegen.languages.FlaskConnexionCodegen,defaultController,default controller,,
io.swagger.codegen.languages.FlaskConnexionCodegen,supportPython2,support python2,,
io.swagger.codegen.languages.FlaskConnexionCodegen,serverPort,TCP port to listen to in app.run,,
io.swagger.codegen.languages.GoClientCodegen,packageName,Go package name (convention: lowercase).,,
io.swagger.codegen.languages.GoClientCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
io.swagger.codegen.languages.GoClientCodegen,packageVersion,Go package version.,,
io.swagger.codegen.languages.GoServerCodegen,packageName,Go package name (convention: lowercase).,,
io.swagger.codegen.languages.GoServerCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
io.swagger.codegen.languages.GroovyClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.GroovyClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.GroovyClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.GroovyClientCodegen,modelPackage,package for generated models,,
io.swagger.codegen.languages.GroovyClientCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.languages.GroovyClientCodegen,invokerPackage,root package for generated code,,
io.swagger.codegen.languages.GroovyClientCodegen,groupId,groupId in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,artifactId,artifactId in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,artifactVersion,artifact version in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,artifactUrl,artifact URL in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,artifactDescription,artifact description in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,scmConnection,SCM connection in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,scmUrl,SCM URL in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,developerName,developer name in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,developerEmail,developer email in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,developerOrganization,developer organization in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
io.swagger.codegen.languages.GroovyClientCodegen,licenseName,The name of the license,,
io.swagger.codegen.languages.GroovyClientCodegen,licenseUrl,The URL of the license,,
io.swagger.codegen.languages.GroovyClientCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.languages.GroovyClientCodegen,localVariablePrefix,prefix for generated code members and local variables,,
io.swagger.codegen.languages.GroovyClientCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
io.swagger.codegen.languages.GroovyClientCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
io.swagger.codegen.languages.GroovyClientCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
io.swagger.codegen.languages.GroovyClientCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
io.swagger.codegen.languages.GroovyClientCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
io.swagger.codegen.languages.GroovyClientCodegen,dateLibrary,Option. Date library to use,,
io.swagger.codegen.languages.GroovyClientCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
io.swagger.codegen.languages.GroovyClientCodegen,configPackage,configuration package for generated code,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.HaskellHttpClientCodegen,modelPackage,package for generated models,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,allowFromJsonNulls,allow JSON Null during model decoding from JSON,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,allowToJsonNulls,allow emitting JSON Null during model encoding to JSON,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,generateLenses,Generate Lens optics for Models,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,generateModelConstructors,Generate smart constructors (only supply required fields) for models,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,generateEnums,Generate specific datatypes for swagger enums,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,generateFormUrlEncodedInstances,Generate FromForm/ToForm instances for models that are used by operations that produce or consume application/x-www-form-urlencoded,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,inlineMimeTypes,"Inline (hardcode) the content-type and accept parameters on operations, when there is only 1 option",,
io.swagger.codegen.languages.HaskellHttpClientCodegen,modelDeriving,Additional classes to include in the deriving() clause of Models,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,strictFields,Add strictness annotations to all model fields,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,useMonadLogger,"Use the monad-logger package to provide logging (if false, use the katip logging package)",,
io.swagger.codegen.languages.HaskellHttpClientCodegen,dateTimeFormat,format string used to parse/render a datetime,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,dateFormat,format string used to parse/render a date,,
io.swagger.codegen.languages.HaskellHttpClientCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
io.swagger.codegen.languages.HaskellServantCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.HaskellServantCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.HaskellServantCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.HaskellServantCodegen,modelPackage,package for generated models,,
io.swagger.codegen.languages.HaskellServantCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.languages.JMeterCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.JMeterCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.JMeterCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.JavaCXFClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
io.swagger.codegen.languages.JavaCXFClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
io.swagger.codegen.languages.JavaCXFClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
io.swagger.codegen.languages.JavaCXFClientCodegen,modelPackage,package for generated models,,
io.swagger.codegen.languages.JavaCXFClientCodegen,apiPackage,package for generated api classes,,
io.swagger.codegen.languages.JavaCXFClientCodegen,invokerPackage,root package for generated code,,
io.swagger.codegen.languages.JavaCXFClientCodegen,groupId,groupId in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,artifactId,artifactId in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,artifactVersion,artifact version in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,artifactUrl,artifact URL in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,artifactDescription,artifact description in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,scmConnection,SCM connection in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,scmUrl,SCM URL in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,developerName,developer name in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,developerEmail,developer email in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,developerOrganization,developer organization in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
io.swagger.codegen.languages.JavaCXFClientCodegen,licenseName,The name of the license,,
io.swagger.codegen.languages.JavaCXFClientCodegen,licenseUrl,The URL of the license,,
io.swagger.codegen.languages.JavaCXFClientCodegen,sourceFolder,source folder for generated code,,
io.swagger.codegen.languages.JavaCXFClientCodegen,localVariablePrefix,prefix for generated code members and local variables,,
io.swagger.codegen.languages.JavaCXFClientCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
io.swagger.codegen.languages.JavaCXFClientCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
io.swagger.codegen.languages.JavaCXFClientCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
io.swagger.codegen.languages.JavaCXFClientCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
io.swagger.codegen.languages.JavaCXFClientCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
io.swagger.codegen.languages.JavaCXFClientCodegen,dateLibrary,Option. Date library to use,,
io.swagger.codegen.languages.JavaCXFClientCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
io.swagger.codegen.languages.JavaCXFClientCodegen,useBeanValidation,Use BeanValidation API annotations,,
io.swagger.codegen.languages.JavaCXFClientCodegen,useGzipFeatureForTests,Use Gzip Feature for tests,,
