ClassName,Name,Description,DefaultValue,Required
org.openapitools.codegen.languages.BashClientCodegen,scriptName,The name of the script that will be generated (e.g. petstore-cli),,
org.openapitools.codegen.languages.BashClientCodegen,generateBashCompletion,Whether to generate the Bash completion script,,
org.openapitools.codegen.languages.BashClientCodegen,generateZshCompletion,Whether to generate the Zsh completion script,,
org.openapitools.codegen.languages.BashClientCodegen,hostEnvironmentVariable,Name of environment variable where host can be defined (e.g. PETSTORE_HOST='http://api.openapitools.org:8080'),,
org.openapitools.codegen.languages.BashClientCodegen,basicAuthEnvironmentVariable,Name of environment variable where username and password can be defined (e.g. PETSTORE_CREDS='username:password'),,
org.openapitools.codegen.languages.BashClientCodegen,apiKeyAuthEnvironmentVariable,Name of environment variable where API key can be defined (e.g. PETSTORE_APIKEY='kjhasdGASDa5asdASD'),,
org.openapitools.codegen.languages.CLibcurlClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.CLibcurlClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.CLibcurlClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.CLibcurlClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.CLibcurlClientCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
org.openapitools.codegen.languages.CSharpClientCodegen,packageName,C# package name (convention: Title.Case).,,
org.openapitools.codegen.languages.CSharpClientCodegen,packageVersion,C# package version.,,
org.openapitools.codegen.languages.CSharpClientCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.CSharpClientCodegen,packageGuid,The GUID that will be associated with the C# project,,
org.openapitools.codegen.languages.CSharpClientCodegen,interfacePrefix,Prefix interfaces with a community standard or widely accepted prefix.,,
org.openapitools.codegen.languages.CSharpClientCodegen,targetFramework,The target .NET framework version.,,
org.openapitools.codegen.languages.CSharpClientCodegen,modelPropertyNaming,"Naming convention for the property: 'camelCase', 'PascalCase', 'snake_case' and 'original', which keeps the original name",,
org.openapitools.codegen.languages.CSharpClientCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
org.openapitools.codegen.languages.CSharpClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.CSharpClientCodegen,useDateTimeOffset,Use DateTimeOffset to model date-time properties,,
org.openapitools.codegen.languages.CSharpClientCodegen,useCollection,Deserialize array types to Collection<T> instead of List<T>.,,
org.openapitools.codegen.languages.CSharpClientCodegen,returnICollection,Return ICollection<T> instead of the concrete type.,,
org.openapitools.codegen.languages.CSharpClientCodegen,optionalMethodArgument,"C# Optional method argument, e.g. void square(int x=10) (.net 4.0+ only).",,
org.openapitools.codegen.languages.CSharpClientCodegen,optionalAssemblyInfo,Generate AssemblyInfo.cs.,,
org.openapitools.codegen.languages.CSharpClientCodegen,optionalProjectFile,Generate {PackageName}.csproj.,,
org.openapitools.codegen.languages.CSharpClientCodegen,optionalEmitDefaultValues,Set DataMember's EmitDefaultValue.,,
org.openapitools.codegen.languages.CSharpClientCodegen,generatePropertyChanged,Specifies a AssemblyDescription for the .NET Framework global assembly attributes stored in the AssemblyInfo file.,,
org.openapitools.codegen.languages.CSharpClientCodegen,nonPublicApi,Generates code with reduced access modifiers; allows embedding elsewhere without exposing non-public API calls to consumers.,,
org.openapitools.codegen.languages.CSharpClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.CSharpClientCodegen,netCoreProjectFile,Use the new format (.NET Core) for .NET project files (.csproj).,,
org.openapitools.codegen.languages.CSharpClientCodegen,validatable,Generates self-validatable models.,,
org.openapitools.codegen.languages.CSharpDotNet2ClientCodegen,packageName,C# package name (convention: Camel.Case).,,
org.openapitools.codegen.languages.CSharpDotNet2ClientCodegen,packageVersion,C# package version.,,
org.openapitools.codegen.languages.CSharpDotNet2ClientCodegen,clientPackage,C# client package name (convention: Camel.Case).,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,packageName,C# package name (convention: Title.Case).,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,packageVersion,C# package version.,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,interfacePrefix,Prefix interfaces with a community standard or widely accepted prefix.,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,packageGuid,The GUID that will be associated with the C# project,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,packageContext,"Optionally overrides the PackageContext which determines the namespace (namespace=packageName.packageContext). If not set, packageContext will default to basePath.",,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,optionalProjectFile,Generate {PackageName}.csproj.,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,useDateTimeOffset,Use DateTimeOffset to model date-time properties,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,useCollection,Deserialize array types to Collection<T> instead of List<T>.,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,returnICollection,Return ICollection<T> instead of the concrete type.,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,immutable,Enabled by default. If disabled generates model classes with setters,,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,writeModulePath,"Enabled by default. If disabled, module paths will not mirror api base path",,
org.openapitools.codegen.languages.CSharpNancyFXServerCodegen,asyncServer,Set to true to enable the generation of async routes/endpoints.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,packageName,C# package name (convention: Title.Case).,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,packageVersion,C# package version.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,packageGuid,The GUID that will be associated with the C# project,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,interfacePrefix,Prefix interfaces with a community standard or widely accepted prefix.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,targetFramework,The target .NET framework version.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,modelPropertyNaming,"Naming convention for the property: 'camelCase', 'PascalCase', 'snake_case' and 'original', which keeps the original name",,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,useDateTimeOffset,Use DateTimeOffset to model date-time properties,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,useCollection,Deserialize array types to Collection<T> instead of List<T>.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,returnICollection,Return ICollection<T> instead of the concrete type.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,optionalMethodArgument,"C# Optional method argument, e.g. void square(int x=10) (.net 4.0+ only).",,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,optionalAssemblyInfo,Generate AssemblyInfo.cs.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,optionalProjectFile,Generate {PackageName}.csproj.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,optionalEmitDefaultValues,Set DataMember's EmitDefaultValue.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,generatePropertyChanged,Specifies a AssemblyDescription for the .NET Framework global assembly attributes stored in the AssemblyInfo file.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,nonPublicApi,Generates code with reduced access modifiers; allows embedding elsewhere without exposing non-public API calls to consumers.,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,netCoreProjectFile,Use the new format (.NET Core) for .NET project files (.csproj).,,
org.openapitools.codegen.languages.CSharpRefactorClientCodegen,validatable,Generates self-validatable models.,,
org.openapitools.codegen.languages.ClojureClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.ClojureClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.ClojureClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.ClojureClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.ClojureClientCodegen,projectName,"name of the project (Default: generated from info.title or ""openapi-clj-client"")",,
org.openapitools.codegen.languages.ClojureClientCodegen,projectDescription,"description of the project (Default: using info.description or ""Client library of <projectNname>"")",,
org.openapitools.codegen.languages.ClojureClientCodegen,projectVersion,"version of the project (Default: using info.version or ""1.0.0"")",,
org.openapitools.codegen.languages.ClojureClientCodegen,projectUrl,URL of the project (Default: using info.contact.url or not included in project.clj),,
org.openapitools.codegen.languages.ClojureClientCodegen,projectLicenseName,name of the license the project uses (Default: using info.license.name or not included in project.clj),,
org.openapitools.codegen.languages.ClojureClientCodegen,projectLicenseUrl,URL of the license the project uses (Default: using info.license.url or not included in project.clj),,
org.openapitools.codegen.languages.ClojureClientCodegen,baseNamespace,the base/top namespace (Default: generated from projectName),,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,appName,short name of the application,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,appDescription,description of the application,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,infoUrl,a URL where users can get more information about the application,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,infoEmail,an email address to contact for inquiries about the application,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,licenseInfo,a short description of the license,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,licenseUrl,a URL pointing to the full license,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,invokerPackage,root package for generated code,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,groupId,groupId in generated pom.xml,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,artifactId,artifactId in generated pom.xml,,
org.openapitools.codegen.languages.ConfluenceWikiCodegen,artifactVersion,artifact version in generated pom.xml,,
org.openapitools.codegen.languages.CppPistacheServerCodegen,addExternalLibs,Add the Possibility to fetch and compile external Libraries needed by this Framework.,,
org.openapitools.codegen.languages.CppPistacheServerCodegen,helpersPackage,Specify the package name to be used for the helpers (e.g. org.openapitools.server.helpers).,,
org.openapitools.codegen.languages.CppQt5ClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.CppQt5ClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.CppQt5ClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.CppQt5ClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.CppQt5ClientCodegen,cppNamespace,C++ namespace (convention: name::space::for::api).,,
org.openapitools.codegen.languages.CppQt5ClientCodegen,optionalProjectFile,Generate client.pri.,,
org.openapitools.codegen.languages.CppQt5QHttpEngineServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.CppQt5QHttpEngineServerCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.CppQt5QHttpEngineServerCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.CppQt5QHttpEngineServerCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.CppQt5QHttpEngineServerCodegen,cppNamespace,C++ namespace (convention: name::space::for::api).,,
org.openapitools.codegen.languages.CppRestClientCodegen,modelPackage,C++ namespace for models (convention: name.space.model).,,
org.openapitools.codegen.languages.CppRestClientCodegen,apiPackage,C++ namespace for apis (convention: name.space.api).,,
org.openapitools.codegen.languages.CppRestClientCodegen,packageVersion,C++ package version.,,
org.openapitools.codegen.languages.CppRestClientCodegen,declspec,C++ preprocessor to place before the class name for handling dllexport/dllimport.,,
org.openapitools.codegen.languages.CppRestClientCodegen,defaultInclude,"The default include statement that should be placed in all headers for including things like the declspec (convention: #include ""Commons.h""",,
org.openapitools.codegen.languages.CppRestSdkClientCodegen,modelPackage,C++ namespace for models (convention: name.space.model).,,
org.openapitools.codegen.languages.CppRestSdkClientCodegen,apiPackage,C++ namespace for apis (convention: name.space.api).,,
org.openapitools.codegen.languages.CppRestSdkClientCodegen,packageVersion,C++ package version.,,
org.openapitools.codegen.languages.CppRestSdkClientCodegen,declspec,C++ preprocessor to place before the class name for handling dllexport/dllimport.,,
org.openapitools.codegen.languages.CppRestSdkClientCodegen,defaultInclude,"The default include statement that should be placed in all headers for including things like the declspec (convention: #include ""Commons.h"" ",,
org.openapitools.codegen.languages.CppRestSdkClientCodegen,generateGMocksForApis,Generate Google Mock classes for APIs.,,
org.openapitools.codegen.languages.CppRestbedServerCodegen,modelPackage,C++ namespace for models (convention: name.space.model).,,
org.openapitools.codegen.languages.CppRestbedServerCodegen,apiPackage,C++ namespace for apis (convention: name.space.api).,,
org.openapitools.codegen.languages.CppRestbedServerCodegen,packageVersion,C++ package version.,,
org.openapitools.codegen.languages.CppRestbedServerCodegen,declspec,C++ preprocessor to place before the class name for handling dllexport/dllimport.,,
org.openapitools.codegen.languages.CppRestbedServerCodegen,defaultInclude,"The default include statement that should be placed in all headers for including things like the declspec (convention: #include ""Commons.h"" ",,
org.openapitools.codegen.languages.CppTizenClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.CppTizenClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.CppTizenClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.CppTizenClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.DartClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.DartClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.DartClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.DartClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.DartClientCodegen,browserClient,Is the client browser based,,
org.openapitools.codegen.languages.DartClientCodegen,pubName,Name in generated pubspec,,
org.openapitools.codegen.languages.DartClientCodegen,pubVersion,Version in generated pubspec,,
org.openapitools.codegen.languages.DartClientCodegen,pubDescription,Description in generated pubspec,,
org.openapitools.codegen.languages.DartClientCodegen,useEnumExtension,Allow the 'x-enum-values' extension for enums,,
org.openapitools.codegen.languages.DartClientCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.DartClientCodegen,supportDart2,support dart2,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.DartJaguarClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,browserClient,Is the client browser based,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,pubName,Name in generated pubspec,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,pubVersion,Version in generated pubspec,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,pubDescription,Description in generated pubspec,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,useEnumExtension,Allow the 'x-enum-values' extension for enums,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.DartJaguarClientCodegen,supportDart2,support dart2,,
org.openapitools.codegen.languages.EiffelClientCodegen,packageName,Eiffel Cluster name (convention: lowercase).,,
org.openapitools.codegen.languages.EiffelClientCodegen,packageVersion,Eiffel package version.,,
org.openapitools.codegen.languages.EiffelClientCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
org.openapitools.codegen.languages.ElixirClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.ElixirClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.ElixirClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.ElixirClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.ElixirClientCodegen,invokerPackage,The main namespace to use for all classes. e.g. Yay.Pets,,
org.openapitools.codegen.languages.ElixirClientCodegen,licenseHeader,The license header to prepend to the top of all source files.,,
org.openapitools.codegen.languages.ElixirClientCodegen,packageName,Elixir package name (convention: lowercase).,,
org.openapitools.codegen.languages.ElmClientCodegen,elmVersion,"Elm version: 0.18, 0.19",,
org.openapitools.codegen.languages.ElmClientCodegen,elmPrefixCustomTypeVariants,Prefix custom type variants,,
org.openapitools.codegen.languages.ErlangClientCodegen,packageName,Erlang application name (convention: lowercase).,,
org.openapitools.codegen.languages.ErlangProperCodegen,packageName,Erlang application name (convention: lowercase).,,
org.openapitools.codegen.languages.ErlangServerCodegen,packageName,Erlang package name (convention: lowercase).,,
org.openapitools.codegen.languages.ErlangServerCodegen,openAPISpecName,Openapi Spec Name.,,
org.openapitools.codegen.languages.FinchServerCodegen,packageName,Finch package name (e.g. org.openapitools).,,
org.openapitools.codegen.languages.FinchServerCodegen,modelPackage,package for generated models,,
org.openapitools.codegen.languages.FinchServerCodegen,apiPackage,package for generated api classes,,
org.openapitools.codegen.languages.FlashClientCodegen,packageName,flash package name (convention: package.name),,
org.openapitools.codegen.languages.FlashClientCodegen,packageVersion,flash package version,,
org.openapitools.codegen.languages.FlashClientCodegen,invokerPackage,root package for generated code,,
org.openapitools.codegen.languages.FlashClientCodegen,sourceFolder,source folder for generated code. e.g. flash,,
org.openapitools.codegen.languages.GoClientCodegen,packageName,Go package name (convention: lowercase).,,
org.openapitools.codegen.languages.GoClientCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
org.openapitools.codegen.languages.GoClientCodegen,packageVersion,Go package version.,,
org.openapitools.codegen.languages.GoClientCodegen,withGoCodegenComment,whether to include Go codegen comment to disable Go Lint and collapse by default GitHub in PRs and diffs,,
org.openapitools.codegen.languages.GoClientCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
org.openapitools.codegen.languages.GoClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.GoGinServerCodegen,packageName,Go package name (convention: lowercase).,,
org.openapitools.codegen.languages.GoGinServerCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
org.openapitools.codegen.languages.GoServerCodegen,packageName,Go package name (convention: lowercase).,,
org.openapitools.codegen.languages.GoServerCodegen,hideGenerationTimestamp,Hides the generation timestamp when files are generated.,,
org.openapitools.codegen.languages.GroovyClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.GroovyClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.GroovyClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.GroovyClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.GroovyClientCodegen,modelPackage,package for generated models,,
org.openapitools.codegen.languages.GroovyClientCodegen,apiPackage,package for generated api classes,,
